run_id,topic_id,topic,system,replicate,passed_gate,first_principles_derivation,falsifiability,mechanism_clarity,novelty,experimentability,average_score,review_score,recommendation,output_path
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_novelty_boundary_repair_ablation,1,True,5,5,4,4,5,4.6,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T002_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_mechanism_model_ablation,1,True,4,5,5,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T002_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T002_certificate_only_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_self_improvement_ablation,1,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T002_no_self_improvement_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,firstresearch,1,True,4,5,4,5,5,4.6,8,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_firstresearch.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_certificate_ablation,1,False,0,0,0,0,1,0.2,1,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_no_certificate_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_gate_repair_ablation,1,True,4,5,4,2,5,4.0,5,weak_reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_no_gate_repair_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_novelty_boundary_repair_ablation,1,True,4,5,4,2,4,3.8,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_mechanism_model_ablation,1,True,2,5,2,4,5,3.6,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_certificate_only_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_self_improvement_ablation,1,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T003_no_self_improvement_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,firstresearch,1,True,4,5,4,5,5,4.6,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_firstresearch.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_certificate_ablation,1,False,1,0,1,1,2,1.0,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_no_certificate_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_gate_repair_ablation,1,True,4,5,4,3,5,4.2,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_no_gate_repair_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_novelty_boundary_repair_ablation,1,True,4,5,4,3,5,4.2,5,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_mechanism_model_ablation,1,True,4,5,5,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,certificate_only_ablation,1,True,4,5,5,5,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_certificate_only_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_self_improvement_ablation,1,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T004_no_self_improvement_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,firstresearch,1,True,5,5,5,5,4,4.8,8,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_firstresearch.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_certificate_ablation,1,False,1,0,1,1,1,0.8,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_no_certificate_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_gate_repair_ablation,1,True,4,5,4,3,5,4.2,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_no_gate_repair_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_novelty_boundary_repair_ablation,1,True,4,5,4,4,4,4.2,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_mechanism_model_ablation,1,True,5,5,1,4,4,3.8,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,certificate_only_ablation,1,True,4,5,5,5,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_certificate_only_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_self_improvement_ablation,1,True,4,5,4,5,5,4.6,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T005_no_self_improvement_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,firstresearch,1,True,5,5,4,4,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_firstresearch.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_certificate_ablation,1,False,1,0,1,1,2,1.0,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_no_certificate_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_gate_repair_ablation,1,True,4,5,4,4,5,4.4,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_no_gate_repair_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_novelty_boundary_repair_ablation,1,True,4,5,4,4,5,4.4,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_mechanism_model_ablation,1,True,4,5,4,5,5,4.6,6,weak_reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_certificate_only_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_self_improvement_ablation,1,True,5,5,5,5,5,5.0,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T006_no_self_improvement_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,firstresearch,1,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_firstresearch.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_certificate_ablation,1,False,1,0,1,0,2,0.8,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_no_certificate_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_gate_repair_ablation,1,True,4,5,4,3,5,4.2,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_no_gate_repair_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_novelty_boundary_repair_ablation,1,True,4,5,4,3,5,4.2,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_mechanism_model_ablation,1,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_certificate_only_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_self_improvement_ablation,1,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T007_no_self_improvement_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,firstresearch,1,True,5,5,4,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_firstresearch.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,no_certificate_ablation,1,False,1,1,1,1,2,1.2,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_no_certificate_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,no_gate_repair_ablation,1,True,4,5,4,3,5,4.2,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_no_gate_repair_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,no_novelty_boundary_repair_ablation,1,True,4,5,4,4,5,4.4,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,no_mechanism_model_ablation,1,True,3,5,2,5,4,3.8,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,certificate_only_ablation,1,True,4,5,5,5,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_certificate_only_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,no_self_improvement_ablation,1,True,4,5,4,5,5,4.6,8,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T008_no_self_improvement_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,firstresearch,1,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_firstresearch.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,no_certificate_ablation,1,False,1,1,1,2,2,1.4,3,weak_reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_no_certificate_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,no_gate_repair_ablation,1,True,4,5,4,3,4,4.0,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_no_gate_repair_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,no_novelty_boundary_repair_ablation,1,True,4,5,4,4,5,4.4,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,no_mechanism_model_ablation,1,True,5,5,2,5,4,4.2,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_certificate_only_ablation.json
rescore-20260628T221744Z,T009,How should coding-agent benchmarks isolate non-inferable requirements?,no_self_improvement_ablation,1,True,5,5,5,5,4,4.8,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T009_no_self_improvement_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,firstresearch,1,True,5,5,5,5,5,5.0,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_firstresearch.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,no_certificate_ablation,1,False,1,1,0,1,2,1.0,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_no_certificate_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,no_gate_repair_ablation,1,True,4,5,4,3,5,4.2,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_no_gate_repair_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,no_novelty_boundary_repair_ablation,1,True,4,5,5,4,5,4.6,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,no_mechanism_model_ablation,1,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,certificate_only_ablation,1,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_certificate_only_ablation.json
rescore-20260628T221744Z,T010,When does retrieval help or hurt autonomous research agents?,no_self_improvement_ablation,1,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r01_T010_no_self_improvement_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,firstresearch,2,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_firstresearch.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,no_certificate_ablation,2,False,1,2,1,1,2,1.4,3,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_no_certificate_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,no_gate_repair_ablation,2,True,4,5,4,4,5,4.4,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_no_gate_repair_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,no_novelty_boundary_repair_ablation,2,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,no_mechanism_model_ablation,2,True,4,5,1,5,5,4.0,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,certificate_only_ablation,2,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_certificate_only_ablation.json
rescore-20260628T221744Z,T001,When should an agent discover a new skill rather than compose existing skills?,no_self_improvement_ablation,2,True,5,5,5,5,5,5.0,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T001_no_self_improvement_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,firstresearch,2,True,4,5,5,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_firstresearch.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_certificate_ablation,2,False,1,0,1,0,0,0.4,1,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_no_certificate_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_gate_repair_ablation,2,True,5,5,5,3,5,4.6,6,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_no_gate_repair_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_novelty_boundary_repair_ablation,2,True,4,5,4,3,5,4.2,4,weak_reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_mechanism_model_ablation,2,True,4,5,1,5,5,4.0,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,certificate_only_ablation,2,True,4,5,4,5,5,4.6,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_certificate_only_ablation.json
rescore-20260628T221744Z,T002,How should we measure agent process fidelity?,no_self_improvement_ablation,2,True,5,5,5,5,5,5.0,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T002_no_self_improvement_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,firstresearch,2,True,4,5,5,5,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_firstresearch.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_certificate_ablation,2,False,0,0,0,0,1,0.2,1,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_no_certificate_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_gate_repair_ablation,2,True,4,5,4,4,5,4.4,6,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_no_gate_repair_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_novelty_boundary_repair_ablation,2,True,5,5,4,3,5,4.4,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_mechanism_model_ablation,2,True,4,5,1,4,5,3.8,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,certificate_only_ablation,2,True,5,5,5,5,5,5.0,10,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_certificate_only_ablation.json
rescore-20260628T221744Z,T003,When does tool-use routing fail in coding agents?,no_self_improvement_ablation,2,True,5,5,5,5,5,5.0,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T003_no_self_improvement_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,firstresearch,2,True,5,5,5,5,5,5.0,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_firstresearch.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_certificate_ablation,2,False,1,0,1,1,2,1.0,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_no_certificate_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_gate_repair_ablation,2,True,4,5,4,4,5,4.4,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_no_gate_repair_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_novelty_boundary_repair_ablation,2,True,4,5,4,3,4,4.0,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_mechanism_model_ablation,2,True,4,5,5,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,certificate_only_ablation,2,True,5,5,5,4,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_certificate_only_ablation.json
rescore-20260628T221744Z,T004,Can agent memory improve generalization or does it create retrieval interference?,no_self_improvement_ablation,2,True,5,5,5,5,5,5.0,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T004_no_self_improvement_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,firstresearch,2,True,5,5,5,4,4,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_firstresearch.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_certificate_ablation,2,False,1,0,1,0,3,1.0,3,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_no_certificate_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_gate_repair_ablation,2,True,5,5,4,3,5,4.4,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_no_gate_repair_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_novelty_boundary_repair_ablation,2,True,4,5,4,4,4,4.2,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_mechanism_model_ablation,2,True,4,5,4,5,5,4.6,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,certificate_only_ablation,2,True,4,5,5,5,5,4.8,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_certificate_only_ablation.json
rescore-20260628T221744Z,T005,How can we distinguish true agent planning from post-hoc explanation?,no_self_improvement_ablation,2,True,4,5,4,5,5,4.6,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T005_no_self_improvement_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,firstresearch,2,True,4,5,4,5,5,4.6,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_firstresearch.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_certificate_ablation,2,False,1,0,1,1,2,1.0,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_no_certificate_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_gate_repair_ablation,2,True,4,5,4,3,4,4.0,5,weak_reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_no_gate_repair_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_novelty_boundary_repair_ablation,2,True,4,5,5,3,5,4.4,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_mechanism_model_ablation,2,True,4,5,0,3,5,3.4,4,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,certificate_only_ablation,2,True,4,5,5,4,5,4.6,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_certificate_only_ablation.json
rescore-20260628T221744Z,T006,When do multi-agent systems outperform single-agent systems?,no_self_improvement_ablation,2,True,4,5,5,5,5,4.8,7,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T006_no_self_improvement_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,firstresearch,2,True,5,5,4,5,5,4.8,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_firstresearch.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_certificate_ablation,2,False,1,0,0,1,1,0.6,2,reject,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_no_certificate_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_gate_repair_ablation,2,True,4,5,4,3,4,4.0,6,borderline,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_no_gate_repair_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_novelty_boundary_repair_ablation,2,True,4,5,5,3,5,4.4,6,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_no_novelty_boundary_repair_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_mechanism_model_ablation,2,True,5,5,4,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_no_mechanism_model_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,certificate_only_ablation,2,True,5,5,5,5,5,5.0,9,accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_certificate_only_ablation.json
rescore-20260628T221744Z,T007,What causes skill-library bloat in lifelong-learning agents?,no_self_improvement_ablation,2,True,5,5,5,5,5,5.0,8,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T007_no_self_improvement_ablation.json
rescore-20260628T221744Z,T008,Can self-improvement loops reduce repeated reasoning failures?,firstresearch,2,True,4,5,5,5,5,4.8,7,weak_accept,outputs\reports\deepseek_ablation_repeated_packages\r02_T008_firstresearch.json
